# n t x_quant index bits
0 0.0000000000 1.0000000000 15 1111
1 0.0250000000 0.7333333333 13 1101
2 0.0500000000 0.0666666667 8 1000
3 0.0750000000 -0.7333333333 2 0010
4 0.1000000000 -1.0000000000 0 0000
5 0.1250000000 -0.7333333333 2 0010
6 0.1500000000 -0.0666666667 7 0111
7 0.1750000000 0.7333333333 13 1101
8 0.2000000000 1.0000000000 15 1111
9 0.2250000000 0.7333333333 13 1101
10 0.2500000000 0.0666666667 8 1000
11 0.2750000000 -0.7333333333 2 0010
12 0.3000000000 -1.0000000000 0 0000
13 0.3250000000 -0.7333333333 2 0010
14 0.3500000000 -0.0666666667 7 0111
15 0.3750000000 0.7333333333 13 1101
16 0.4000000000 1.0000000000 15 1111
